"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"98","Need a dynamic interactive KPI dashboard made in Excel with my data.","https://www.upwork.com/job/Need-dynamic-interactive-KPI-dashboard-made-Excel-with-data_~01d6e29d3a0929d4db/","Expert",100,2019-06-12,"I need someone who is extremely strong in building a dynamic interactive KPI dashboard in Microsoft Excel. I need this dashboard finished ASAP. Ideally, the deadline would be by Saturday, June, 15th. This dashboard will need the following elements; 1. Needs to be printable on standard size paper. 2. Needs ONE large clustered column chart with 5 data series. (I have made one which you can copy the idea from. It looks like a waterfall chart but isn't one. 3. Needs to have a separate sheet for data, calculations. (I will provide a sample.) 4. Needs to have a scrolling data table. (I will provide a sample.) 5. The data needs to be in table form. If I need to add to the data to sheet I don't want to update the chart data range every time. 6. Needs to incorporate my company's logo colors. (I will provide the HEX numbers.) 7. Needs a dependent combo box, data validation lists, scroll bars, form controls. (I will provide a completed KPI dashboard which you can copy the idea from.) 8. Needs conditional formatting on multiple data points. (I will provide a sample.) 9. Needs to be easily updated so if I was to put all new data in it, its plug and play. 10. Needs to be formatted for printed and sheet protected so data or formulas aren't changed. 11. Needs to be in Arial Font, size is dependent on how it comes out on 1 printed sheet. Excel formula's that you should be very confident in before attempting this project - COMPLEX LOOKUP WITH INDEX & MATCH - SUMIFS - IF - CHOOSE - LARGE - SMALL - TEXT - INDIRECT - ROW & COLUMN - I'm fairly decent in excel but have never created a great looking dashboard. I paid for a course which gave me all the ideas and layout of it. I will provide you with the data I need input, the layout I have envisioned, and all the curriculum I paid for with my excel online course. I know you may have a few to a lot of questions. I will be very responsive in helping you get the best product back to me. Thanks! Matt less",NA,NA,"$8k+ ","5.00 Stars, based on 3 feedbacks","United States",NA,5,3
"99","Researcher needed to find Amazon product that will SELL!!","https://www.upwork.com/job/Researcher-needed-find-Amazon-product-that-will-SELL_~01f45c7379a4ecbe73/","Entrylevel",NA,2019-06-12,"I am currently doing ASM and require someone to help me with product research. There are certain requirements within the ASM course that suggest what a viable product would be. If you are familiar with this it would be good. I use jungle scout as well. I have a baby so I don't have a lot of time to research, but want to get an amazon business going. I want a product that I can obviously brand (I know how to find these etc on Alibaba) but just need to find the right product that is going to sell. Please let me know if you can help with this specifically, and ideally if you have had any success stories that you can show me. Thank you so much Brooke less",NA,NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"100","GA & Conversion Specialist for identifying leaks in conversion funnel","https://www.upwork.com/job/amp-Conversion-Specialist-for-identifying-leaks-conversion-funnel_~01688ba8aaa44cc130/","Intermediate",NA,2019-06-12,"I'm looking for someone who can look at GA (fairly standard tracking setup), and identify the primary leaks in the conversion funnel. I have several websites I need to analyse and pull together a light report as a starting point. This report should ... more","Google Analytics, Google Tag Manager",NA,"$400+ ","5.00 Stars, based on 4 feedbacks","Australia",NA,5,4
"101","developer for making Google sheets and forms to display company daily production.","https://www.upwork.com/job/developer-for-making-Google-sheets-and-forms-display-company-daily-production_~01d9a0477a60446a5e/","Expert",100,2019-06-12,"Need a developer who is proficient in making excel sheets. Need to make a excel for daily worker wise production and based on this need to review the efficiency of each worker and prepare piece rate payment plan. Need this in google sheets.","Microsoft Excel",NA,"$0 ","No feedback yet","India",NA,NA,NA
"102","SAAS Data and Financial Analytics KPI's via Zoho Analytics","https://www.upwork.com/job/SAAS-Data-and-Financial-Analytics-KPI-via-Zoho-Analytics_~01183aa349d2526a69/","Intermediate",NA,2019-06-12,"Hello! We are looking to hire to create SAAS Data and Financial Analytics KPI's to be built via Zoho Analytics. If you are good at what you do we are a great partner to continue work with.",NA,NA,"$10k+ ","4.96 Stars, based on 14 feedbacks","United States",NA,4.96,14
"103","Product matching engine compare, list vs database, products are strings","https://www.upwork.com/job/Product-matching-engine-compare-list-database-products-are-strings_~01aa392f58c07ce22a/","Expert",NA,2019-06-12,"Refine existing source code and create a product matching engine that outputs a report of user products compared to products in database.","d3.js, Python",NA,"$3k+ ","3.79 Stars, based on 2 feedbacks","Australia",NA,3.79,2
"104","Verify and correct any GTM or Analytics tracking errors for multiple conversions.","https://www.upwork.com/job/Verify-and-correct-any-GTM-Analytics-tracking-errors-for-multiple-conversions_~01bb96407542b5d664/","Expert",30,2019-06-12,"We have multiple tracking installed through GTM and conversions tracked and viewed through Google Analytics. Since we have many different tracking events and form conversions some of the tracking has stopped working. We need you to go through and v ... more","Google Analytics",NA,"$1k+ ","5.00 Stars, based on 7 feedbacks","United States",NA,5,7
"105","Developer needed to include Microsoft Dynamics Analytical Accounting in our Cognos TM1 reporting","https://www.upwork.com/job/Developer-needed-include-Microsoft-Dynamics-Analytical-Accounting-our-Cognos-TM1-reporting_~01f322eecf2702fffe/","Expert",5,2019-06-12,"We are looking for someone knowledegable in both Cognos TM1 version 9.5 and Microsoft Dynamics GP version 2016. We are adding Analytic Accounting to our accounting and need help linking the AA accounts to our reporting in Cognos TM1.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"106","Qualitative analyst needed for analyzing 11 semi-structured interviews using Nvivo 12 Pro","https://www.upwork.com/job/Qualitative-analyst-needed-for-analyzing-semi-structured-interviews-using-Nvivo-Pro_~015efe85abd121096a/","Expert",200,2019-06-11,"I will provide you with transcripts of 11 interviews which have been formatted for direct upload to Nvivio. You will upload these transcripts into NVIVO 12 Pro and code the data into predetermined themes that we will discuss via skype. From there you ... more","Academic Research, Academic Writing, Editing, English, English Grammar, ",NA,"$0 ","No feedback yet","Canada",NA,NA,NA
"107","Survey Monkey Summaries","https://www.upwork.com/job/Survey-Monkey-Summaries_~0102f0523ec9a9fa63/","Entrylevel",10,2019-06-11,"We have post trip surveys on Survey Monkey (e.g. www.springbreakfiji.com) which we wish to have summarised into one page summaries which showcase the key data results and groups the most common 'open ended' answers together e.g. highlight of your tri ... more",NA,NA,"$100k+ ","4.96 Stars, based on 192 feedbacks","Australia",NA,4.96,192
"108","Data Analytics and Analysis! 10+ positions! Agencies + freelancers-immediate need for full-time!","https://www.upwork.com/job/Data-Analytics-and-Analysis-positions-Agencies-freelancers-immediate-need-for-full-time_~01d6e81582e2f25e40/","Entrylevel",NA,2019-06-11,"We require efficiency and effectiveness of agents. We're hiring 10 agents to start within the next week, with the potential of more in the future. Contributions in this category include data analysis generated for an Open Source project. To be cons ... more","Apache Hive, BigQuery, Google Analytics, IBM SPSS, Knime, Python",5,"$100+ ","No feedback yet","Canada",NA,NA,NA
"109","GIS Spatial Analysis of Land Parcels, Transmission Lands, and Terrain Slope","https://www.upwork.com/job/GIS-Spatial-Analysis-Land-Parcels-Transmission-Lands-and-Terrain-Slope_~01fdd7aa7e65d0f708/","Intermediate",500,2019-06-11,"Need GIS spatial analysis to identify parcels that are contiguous to transmission lines in various counties across colorado. additionally need to assign the percentage terrain slope to each parcel.",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"110","User behavior Analytic","https://www.upwork.com/job/User-behavior-Analytic_~01c4462dd5b050b987/","Intermediate",100,2019-06-11,"You need to analyze our website, collect all information from google analytics, Yandex metrics and make a report on why so many users are not making reservation in our website. Besides, you need to check for troubleshooting and find what is wrong in ... more","Google Analytics",NA,"$6k+ ","5.00 Stars, based on 21 feedbacks","Uzbekistan",NA,5,21
