"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"583","Basic Shiny App","https://www.upwork.com/job/Basic-Shiny-App_~01eea7a97b34a39874/","Intermediate",50,2019-06-03,"I am looking for someone that would add a feature to my basic shiny app. Needed functionalities are: -Ability to choose a folder -read all xlsx files and sheets from folder and list them as dataframe -give user the option to select a dataframe to con ... more","R",NA,"$20+ ","1.90 Stars, based on 1 feedback","United Kingdom",NA,1.9,1
"584","Google analytics and tag manager for shopify ecom store","https://www.upwork.com/job/Google-analytics-and-tag-manager-for-shopify-ecom-store_~01f0cb22ade5d12ff0/","Expert",30,2019-06-03,"Hi guys I have a store that I set up the google tag manager and the analytics need help with goal tags and basically what data should I look for and make sure that it is set up Thanks a lot","Google Analytics",NA,"$200+ ","3.79 Stars, based on 5 feedbacks","United States",NA,3.79,5
"585","crypto trading bot","https://www.upwork.com/job/crypto-trading-bot_~014c34d1d5d946ce7b/","Intermediate",NA,2019-06-03,"i want someone to create a automatic trading bot for me","Bot Development, Cryptocurrency, ",NA,"$0 ","No feedback yet","Sri Lanka",NA,NA,NA
"586","Analyzing & Modelling within Google Spreadsheets","https://www.upwork.com/job/Analyzing-amp-Modelling-within-Google-Spreadsheets_~019440bf8fc6e33a16/","Intermediate",NA,2019-06-03,"I have a serious of relatively rudimentary Google Sheets that I need to work with someone on an ongoing basis to help establish some greater intelligence within and ideally some real time dashboards based on the data we collect to help us manage various aspects of a 24/7 business. less",NA,NA,"$2k+ ","5.00 Stars, based on 4 feedbacks","Canada",NA,5,4
"587","Looking for Data Analyst for Reporting, Dashboarding and Insights","https://www.upwork.com/job/Looking-for-Data-Analyst-for-Reporting-Dashboarding-and-Insights_~0136fa29157b68dc73/","Intermediate",NA,2019-06-03,"We are looking to work with a Data Analyst. You will take responsibility for managing our data set, developing reports, and dashboards. You need a very fine eye for detail, experience as a data analyst, and deep understanding of the popular data analysis tools. We're looking this for our own business, but also to add as additional services to our clients. less","Administrative Support, Business Analysis, Business Intelligence,  ",NA,"$30k+ ","4.73 Stars, based on 22 feedbacks","New Zealand",NA,4.73,22
"588","Due in 8 hours. GIS expertise to do a Cartographic display of maps using design elements.","https://www.upwork.com/job/Due-hours-GIS-expertise-Cartographic-display-maps-using-design-elements_~01b6a6ac6921cce96f/","Intermediate",200,2019-06-02,"Need this assignment done by tomorrow. On a tight deadline. My final research project is on how crime can target and affect shopping malls in the San Fernando Valley. These shopping malls are defined as a number of shops or stores in one architectural unit. These malls can be described as small, large, multi-storied, and have undercover or exposed parking. More and more shopping malls are being built because the San Fernando Valley is growing in population. The people moving in and living in the valley are becoming more ethnically diverse. The malls provide an important place for people to gather for social reasons, shopping, and entertainment. The shopping malls need to be a safe gathering place but statistics are showing that crime at shopping malls can be a problem and is increasing. less","Data Entry, Writing",NA,"$300 ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"589","RPA Use case writing for financial domain","https://www.upwork.com/job/RPA-Use-case-writing-for-financial-domain_~0134197d2be8957717/","Intermediate",100,2019-06-02,"Need an experienced RPA developer to help draft use cases related to Robotic Process and Intelligent Automation in Banking and Insurance companies. Use cases should refer to real implementation (not theoretical) and will be cross-verified Use case template will be provided (see attached) and need to filled clearly (corporate communication) Use cases should be details with clearly defining the goals, implementation step and outcomes. Minimum 3 for banking and 3 for Insurance. More use cases can be done in additional cost. ***Important*** Please apply only if you have real RPA implementation experience and not pick up from google search (as we have seen it all and also will do plagiarism check). less","Automation, Automation Anywhere, Automation Framework,  ",NA,"$600+ ","4.58 Stars, based on 2 feedbacks","United States",NA,4.58,2
"590","Provide me with Google Maps API Working Example to map Street Addresses to Census Tracts","https://www.upwork.com/job/Provide-with-Google-Maps-API-Working-Example-map-Street-Addresses-Census-Tracts_~0154676c882153dd2d/","Entrylevel",50,2019-06-02,"Hello, I need help mapping the attached street addresses to census tracts (11 digit). I know there is a Google Maps API that can do this automatically. I would like you to provide me with the Google Maps APi code in working form with an example. I can use command line, so ideally you tell me how to set it up and provide a working example. If you set me up with a working example, then I can run the rest on my own. less",NA,NA,"$1k+ ","5.00 Stars, based on 5 feedbacks","United States",NA,5,5
"591","GIS Mapping","https://www.upwork.com/job/GIS-Mapping_~014b55efc650434539/","Entrylevel",100,2019-06-02,"GIS Mapping needed urgently showing traffic patters of where people are coming from during the day and leaving after work. This is for a city in Florida. If possible, this would show the demographics of the commuting population into this city.","ArcGIS, Digital Mapping, ",NA,"$80k+ ","4.99 Stars, based on 16 feedbacks","United States",NA,4.99,16
"592","Statistics: running dominance analysis and relative importance analysis on a multi-level model","https://www.upwork.com/job/Statistics-running-dominance-analysis-and-relative-importance-analysis-multi-level-model_~01caf5510885c200af/","Intermediate",NA,2019-06-02,"I am looking for someone to run the following analyses: -Running a 2-level multilevel model where all variables are at level 1. There are six variables and three interactions (A+B+A*B+C+D+C*D+E+F+E*F). The data set is n= ~1000. -Running both relative importance analysis and dominance analysis on that model to compare the impact of each of the six main variables against each other. -Providing the code and results for the analyses (ideally in R). There will be no additional analyses or data exploration needed. less","R, Quantitative Analysis, Statistics",NA,"$1k+ ","5.00 Stars, based on 5 feedbacks","United States",NA,5,5
"593","Artificial Intelligence - Equities","https://www.upwork.com/job/Artificial-Intelligence-Equities_~010934b53060749ad0/","Intermediate",1000,2019-06-02,"I need someone or a team to assist with creating an artificial intelligence for equities research. The team must have developed something similar in the past and be able to utilize the market data from the last 100 years to teach the machine how to p ... more","Artificial Intelligence, Artificial Neural Networks,  ",NA,"$4k+ ","4.76 Stars, based on 12 feedbacks","United States",NA,4.76,12
"594","Google Analytics Embed API Expert","https://www.upwork.com/job/Google-Analytics-Embed-API-Expert_~01537b5446da350f45/","Intermediate",NA,2019-06-02,"We are tracking website traffic using Google Analytics on our website. We have previously used Google Data Studio but find this to be inconsistent with the look and feel of our admin panel. We have separately developed a custom design for an HTML dashboard. This dashboard needs to pull the data from GA in real-time and show it in custom charts and tables. This is not a GA project. We are seeking a candidate who has expertise in Embed API and can showcase existing work in this. less","Google Analytics, CSS, Google Tag Manager, HTML5, ",NA,"$4k+ ","5.00 Stars, based on 6 feedbacks","United Kingdom",NA,5,6
"595","Sample size","https://www.upwork.com/job/Sample-size_~01946938f55e8d88a1/","Intermediate",30,2019-06-02,"Hi I am lookning for sample size for clinincal trials on new diagnostic test to detect the recurrences free survival. The Recurrences free survival within standard diagnostic medthods 80% within the first 2 years. What is the number of patients needs in the new diagnostic methods to design non-inferiority study. Within the standard method, we do 2 controls one at 8 months and the other after 12 months, at the same period we would like to test a non invasive test to detect the recurrences of tumor. If you can use """"ART - ANALYSIS OF RESOURCES FOR TRIALS(survival version 1.1.0, 10 December 2013) by Abdel G Babiker, Patrick Royston & Friederike Barthel, MRC Clinical Trials Unit at UCL, London WC1V 6LJ, UK."""" Type of trial: Non-inferiority - time-to-event outcome Statistical test assumed: Unweighted logrank test Number of groups: 2 Allocation ratio: Equal group sizes Total number of periods: 2 Length of each period: 8 months and one year Number of recruitment periods: 0 Number of follow-up periods: 2 Method of accrual: Uniform Non-inf margin HR (grp 2 rel to grp 1): 0.70 Alpha: 0.050 (one-sided) Power (designed): 0.800 less",NA,NA,"$600+ ","4.99 Stars, based on 4 feedbacks","Denmark",NA,4.99,4
"596","Excel Macro custom","https://www.upwork.com/job/Excel-Macro-custom_~0190cda85977f4a332/","Expert",NA,2019-06-02,"Break even Cost benefit analysis Custom macro’s Healthcare data driven Fixed price contract","Data Entry, Excel VBA, Financial Analysis, IMacros, ",NA,"$1k+ ","No feedback yet","Canada",NA,NA,NA
"597","Data Analysis of Data Set Provided to you.","https://www.upwork.com/job/Data-Analysis-Data-Set-Provided-you_~016025b81321a2bb52/","Intermediate",45,2019-06-02,"I need the data in digital form showing descriptive statistical analysis, minimum 4 tables, 4-6 graphs, 6 chi squared test tables (including the workings) 4 bar graphs, 1-3 scatter plots. This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, Mathematics, Microsoft Excel,  ",NA,"$40 ","5.00 Stars, based on 1 feedback","Australia",NA,5,1
"598","3001 Statistic data analysis 4d4d4d1d5d9d","https://www.upwork.com/job/3001-Statistic-data-analysis-4d4d4d1d5d9d_~010489db0b10b91574/","Intermediate",100,2019-06-02,"Hello, This project is urgent and I need your help! Please write me a message and I will send the details. Thanks.","Analysis, DataTables",NA,"$600k+ ","4.81 Stars, based on 3688 feedbacks","Estonia",NA,4.81,3688
"599","Statistician for comments on a few tests (rather straightforward)","https://www.upwork.com/job/Statistician-for-comments-few-tests-rather-straightforward_~01cee0e744215773b3/","Intermediate",NA,2019-06-01,"I am looking for a statistician or someone familiar with statistics to comment on a few statistical tests (psychology). It’s about a regression and some simple tests, as well as a correction for multiple comparisons. This should be rather straightfor ... more","Statistics",NA,"$3k+ ","4.81 Stars, based on 27 feedbacks","Switzerland",NA,4.81,27
"600","Marketplace metrics guru for startup fundraising","https://www.upwork.com/job/Marketplace-metrics-guru-for-startup-fundraising_~010a0dd83500ae857b/","Expert",NA,2019-06-01,"We're in the process of fundraising for a startup, and need an analytical excel and financial model guru to help us suss out all the metrics that could go into the investment memo. Knowledge of marketplace metrics is a huge plus.","Data Analytics, Financial Modeling,  ",NA,"$90+ ","5.00 Stars, based on 2 feedbacks","United States",NA,5,2
"601","I am looking for an expert in Google Analytics & GTM","https://www.upwork.com/job/looking-for-expert-Google-Analytics-amp-GTM_~016befb87b711604de/","Expert",NA,2019-06-01,"I am looking for a true Google Analytics Wiz. The ideal candidate will be an web analytics expert with experience using GA, GTM, Unbounce to help me with some strategic consulting implementation for Mothernaturescleaning.com","BigQuery, Google Analytics, Google Tag Manager,   ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"602","Developer needed to link our numerous Google Analytics accounts to feed a custom dashboard","https://www.upwork.com/job/Developer-needed-link-our-numerous-Google-Analytics-accounts-feed-custom-dashboard_~01ffc65b49314db551/","Expert",NA,2019-06-01,"- Create a scalable API that links numerous Google Analytics accounts to feed a custom dashboard - Create a dashboard to populate data from other external sources (CallRail, Google My Business, etc) - We currently are populating an Excel file manually (sample attached) and it is very time consuming/costly to maintain. - Need someone with strong English speaking/written communications - This is a starting point to potentially more development projects (quickly) less","Google Analytics, Microsoft Excel, Data Analytics, Google AdWords,  ",NA,"$1k+ ","4.99 Stars, based on 25 feedbacks","United States",NA,4.99,25
"603","Customer RFM & Repeat Rate Analysis","https://www.upwork.com/job/Customer-RFM-amp-Repeat-Rate-Analysis_~010038bb6f50673b33/","Intermediate",NA,2019-06-01,"I need an RFM analysis done and also analysis of repeat customer behavior. Our sales cycle varies quite a lot for each customer. Some repeat within a couple of months and others take more than a year to make their second purchase. I'd like to get some insight into this and I'm looking for a data analyst to perform the following: 1. RFM using 4 quartiles 2. Customer Repeat Rate I'd like to find out: a) How many new customers (first purchase) there are each month and how many in a given month come back and make a repeat purchase b) How long does it take for new customers to repeat (1 month / 2 months / 3 months / 1 year etc) c) Raw count of customers grouped by the number of purchases - (how many customers have made 1, 2, 3 etc purchases) The Data I have the order data grouped by year starting from Jan 2014 and up to May 2019. For each order we have: - Unique user ID - Order date (YYYY/MM/DD) - Purchase amount Please see attached file. I may be able to provide further attributes for each order. Please let me know. We'll need to do this regularly so there is the possibility for this to become an ongoing project. less",NA,NA,"$30k+ ","5.00 Stars, based on 50 feedbacks","United States",NA,5,50
"604","Aliexpress-alike Websites investigation.","https://www.upwork.com/job/Aliexpress-alike-Websites-investigation_~013a29edb41a9b141f/","Entrylevel",50,2019-06-01,"*** Unfortunately, Upwork's typing limit policy (upto 5000 bytes) dosent let me post full details for the work. *** So I pasted the project explanation in pastebin :) https://pastebin.com/GPVEXXV8 Please take a look, And let me know if you're int ... more","Research, Transaction Data Entry, Web Research",NA,"$1k+ ","4.97 Stars, based on 10 feedbacks","South Korea",NA,4.97,10
"605","Survey & Research Analyst","https://www.upwork.com/job/Survey-amp-Research-Analyst_~018bd1611bbe2abeb3/","Entrylevel",NA,2019-06-01,"Opportunity Work with our US-based customers (professionals trying to run their own surveys & analyze results) and help them use our survey & analysis software to accomplish their research goals. You will work directly with them, and help them think ... more","Market Research, Statistics",NA,"$10k+ ","4.99 Stars, based on 13 feedbacks","United States",NA,4.99,13
"606","VECM task","https://www.upwork.com/job/VECM-task_~019eb377010b2c897c/","Intermediate",NA,2019-05-31,"Hi..testing for cointegration when series have multiple structural breaks and then fitting the VECM modela and finally forecasting a economic series. More details to be shared later.","Econometrics, Economics, MATLAB, R, Stata, ",NA,"$4k+ ","4.57 Stars, based on 10 feedbacks","United States",NA,4.57,10
"607","Google Analytics expert","https://www.upwork.com/job/Google-Analytics-expert_~01406d5685d1ca994d/","Expert",NA,2019-05-31,"We looking for a certified Google Analytic with programming expertise to create a backend dashboard for our users. The candidate should be skilled enough to suggest the best metric to use, best dimensions and able to export in customized reports. The next step will be to gather this data in a custom made dashboard accessible via login to our users where they can have access to a visual interface to get the sense of this data. We already design the dashboard and this can be used by you in order to have a sense of the quantity and quality of the analytics we want to measure... Be able to employ Google Analytics it important as much your skills in programming the dashboard... We want a one-man show! less","Google Analytics, Python, JavaScript, Microsoft Excel",NA,"$40k+ ","4.90 Stars, based on 93 feedbacks","Canada",NA,4.9,93
"608","2001 Help with Data Analysis 4d7s7a0f8e3f","https://www.upwork.com/job/2001-Help-with-Data-Analysis-4d7s7a0f8e3f_~019bed0514c36a6ac5/","Intermediate",40,2019-05-31,"Need help with Qualitative Data Analysis using NVivo or Hyper Research. The price is negotiable.","NVivo, Qualitative Research",NA,"$600k+ ","4.81 Stars, based on 3688 feedbacks","Estonia",NA,4.81,3688
"609","Data Scientist with Domain Modelling Experience","https://www.upwork.com/job/Data-Scientist-with-Domain-Modelling-Experience_~011c8c8c5c98e7e285/","Intermediate",NA,2019-05-31,"We are looking for an expert with data science and engineering skills and real-world experience in semantic web, ontology development, and natural language processing (NLP) to join our Research & Development team on a full-time basis. Responsibilities — Examine, document and model business and industry domain knowledge in terms of a property graph or an ontology — Translate business-relevant scientific, engineering, and commercial problems into questions that may be address using data analytic — Contribute to all stages of a data analytics project, including problem formulation, solution development, and deployment — Retrieve and pre-process data from miscellaneous data sources — Perform exploratory data analysis — Design and perform experiments in support of analytic solutions proposed — Iteratively and reproducibly build, analyze, and compare statistical and/or machine learning models — Apply versatile quality assurance techniques and metrics to ensure desired quality and performance of an analytics solution developed — Deploy data-analytic products and document data-analytic achievements in technical documentation Requirements — Master degree or PhD in Computer Science, Artificial Intelligence, Data Science, Statistics, Computational Linguistics or a related field — Good programming skills in one of the following programming languages: Python, R, Java, Scala, <U+0421>++ — 3+ years of hands-on production experience as a data scientist and /or machine learning engineer — Familiarity with graph theory and its applications for data modelling — Experience in applying analytical techniques on Spark, Hadoop — Good command of graph databases and algorithms on graphs — Background in Semantic Web technologies — Comprehensive knowledge of Natural Language Processing tasks, algorithms, technology tack — Expertise in signal processing, computer vision domains is beneficial — Good command of English is a must less",NA,NA,"$20k+ ","4.82 Stars, based on 2 feedbacks","United States",NA,4.82,2
"610","Time-Tracking, Metrics, and Models","https://www.upwork.com/job/Time-Tracking-Metrics-and-Models_~0155cbca49c79f8ce5/","Entrylevel",NA,2019-05-31,"About us: We're Discover 7 Travel, a Luxury Travel Advisory based in Manhattan. We're looking for a part-time data analytics professional or student who can help use review our tracked time and help us come up with metrics and models that will give us a clear idea about how to cost our trips and understand our employee ROI. Project scope: - Figure out the best time tracking method - Help us collect the data - Create Metrics and Models Special skills required for the project: - Good with modeling, excel. Excellent math skills - Students are OK if they are in US, Canadian, UK or AUS programs. less","Microsoft Excel",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"611","Spark EMR Consulting","https://www.upwork.com/job/Spark-EMR-Consulting_~019a2ffd3bea1a3b60/","Expert",NA,2019-05-31,"We run Amazon EMR. We're trying to build a Spark job that reads many millions of gzipped json files. To do this we're running: df = spark.read.json(""s3://bucket/x/*/*/*/*/*/*/*.gz"") On small numbers of files (thousands) this works well. But on hu ... more","Python, Amazon S3, Apache Spark",NA,"$5k+ ","5.00 Stars, based on 2 feedbacks","United Kingdom",NA,5,2
"612","Data Analysis using R","https://www.upwork.com/job/Data-Analysis-using_~0144236618ed900246/","Intermediate",90,2019-05-31,"Have to select a dataset, come up with a question to answer and do analysis in R. Do data wrangling, exploration/visuals, draw a conclusion. Details: -Create 2 charts exploring the data with respect to the prediction variable (label) -Create a hypothesis and perform a t.test to reject or fail to reject your hypothesis. -Split the data into training set and testing set for each model and wrangle the data as desired. -Create 2 prediction models of your chosen type (regression | classification), with at least one multivariate model including visualizing the results of each model. -Compare the performance of your models -Include a written analysis of your prediction referencing using data to support your conclusions. All codes should run in R. Nothing complicated. Throw a few simple simple slides to summarize the assignment that can be presented: 1. Situation or problem statement: describe what the situation is, what you are trying to figure out and why. 2. Key Question(s): Describe the key question(s) in terms of the variable your team selected to spotlight. 3. Data Source(s): Provide a full description of where the data comes from. (Can use https://archive.ics.uci.edu/ml/datasets.php (Links to an external site.)Links to an external site. OR https://toolbox.google.com/datasetsearch (Links to an external site.)Links to an external site.) 4. Data Wrangling: What you did to organize the data: · Removed columns, Converted columns, Transform data: gather(); summarize(); distinct(); sort(); and any changes needed to prepare for model training 5. Data Exploration/ Visuals: Provide a few of the visuals you used to explore the data. 6. Conclusions: Describe the final solution that answers the key questions, including the accuracy of at least two prediction models. less","R, Data Analytics, Machine Learning,   ",NA,"$100+ ","4.77 Stars, based on 2 feedbacks","United States",NA,4.77,2
"613","Day trading analyst","https://www.upwork.com/job/Day-trading-analyst_~01c477a9fdc71a5042/","Entrylevel",NA,2019-05-31,"I'm developing a day trading ES/NQ mini futures algorithm. I plan on using this algorithm with my funds and licensing the algorithm. I require a trading analyst with expertise performing chart analysis, in particular analysis of entries, exits, momentum and day type (range, trend, reversal). Ideal if this candidate has experience trading the ES mini futures market. less","Microsoft Excel, R, Python, Algorithm Development, ",NA,"$30k+ ","4.98 Stars, based on 20 feedbacks","Canada",NA,4.98,20
"614","Mathematics: Solve a differential equation which is part of dynamic optimization problem","https://www.upwork.com/job/Mathematics-Solve-differential-equation-which-part-dynamic-optimization-problem_~01c6907d039c2341e7/","Intermediate",50,2019-05-31,"I need to solve a maximization problem. It is partially solved, one needs to solve a differential equation and check a couple of inequalities.","Mathematics, MATLAB",NA,"$800+ ","5.00 Stars, based on 8 feedbacks","Italy",NA,5,8
"615","Reporting Expert - Analytics, SEO, Ads","https://www.upwork.com/job/Reporting-Expert-Analytics-SEO-Ads_~0128fe7c0a13ff2838/","Intermediate",NA,2019-05-31,"I'm looking for someone who has significant expertise with Google Data Studio (or I'm open to other options, like Zoho Analytics which has integration with Facebook). This would involve creating monthly reports on an ongoing basis to help clients understand how their website, advertising and SEO are performing. Primary Jobs - Google Data Studio Setup - (Analyzing and providing insight) - Adding custom comments (either provided by me or provided by you) The goal is to help clients understand what's happening and help make decisions about what best to do. This for 6 projects. None of the website have ecommerce. None have more than 50 pages. One project has landing pages on a separate website and will need to have the numbers integrated together. Only two projects have Ads. The rest will require SEO and Analytics reporting only. I have all projects on Agency Analytics and SEM Rush. Please view document for general needs for reports. There is some manual input that will be needed. less","Google Analytics",NA,"$90k+ ","4.99 Stars, based on 226 feedbacks","Canada",NA,4.99,226
"616","Causal methods for analysis of longitudinal data","https://www.upwork.com/job/Causal-methods-for-analysis-longitudinal-data_~01c99ba8928eb6ce47/","Intermediate",NA,2019-05-31,"R code that conducts requested analysis along with output","Data Analytics, Data Science, R, Statistics",NA,"$80 ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"617","Google Analytics Expert with E commerce specialization needed to resolve reporting issue","https://www.upwork.com/job/Google-Analytics-Expert-with-commerce-specialization-needed-resolve-reporting-issue_~01f7dd69cce46a9761/","Expert",50,2019-05-31,"We are looking for a Google Analytics expert who is experienced with E commerce tracking to help us resolve a reporting issue. BACKGROUND We are an eCommerce website trying to get a sense of which landing pages, and referring sites are generating the most revenue. PROBLEM In Google Analytics, our third party payment gateway appears as both the top referring source for revenue, and also the top landing page by revenue, rather than our actual sales landing pages. We wish this was filtered out. EXPECTED RESULT We are able to determine - which landing pages are responsible for the most amount of revenue * which referrals lead to the most revenue To complete this job, you will need to understand the buying process. You can do so by heading to our site and attempting to buy. https://www.flexispy.com/. Please note that We have two checkout carts and the process is explained below. The user 1. arrives to site from a landing page. 2. clicks on a buy now button 3. is directed to another page where the must select their product 4. selects their product, clicks buy now, and arrives in our shopping cart 5. fills out their details, and clicks place order 6. at this point they are finally directed to our third party payment gateway 7. they complete the rest of their details on this pay and then after confirming, checkout is complete. less","Google Analytics",NA,"$50k+ ","4.99 Stars, based on 138 feedbacks","Thailand",NA,4.99,138
"618","Data extraction and analysis","https://www.upwork.com/job/Data-extraction-and-analysis_~01880f6a33fbe1a8a4/","Entrylevel",NA,2019-05-31,"The first task will be to create a Data lake with the French Public Procurement tenders","Python",2,"$400+ ","5.00 Stars, based on 2 feedbacks","France",NA,5,2
"619","Personal tutorial for advanced Excel needed asap. Downtown Toronto.","https://www.upwork.com/job/Personal-tutorial-for-advanced-Excel-needed-asap-Downtown-Toronto_~01293cfe4618c9e1c8/","Expert",NA,2019-05-31,"Looking for Microsoft Excel expert. Data Analysis with Functions, Dashboards, What-If Analysis Tools & pivot tables. Large set of data. Looking for personal tutorial asap in person in downtown Toronto. 2-3 hours to start. More hours needed in coming weeks. less","Microsoft Excel, Data Analytics, Data Visualization, Excel VBA",NA,"$100+ ","5.00 Stars, based on 2 feedbacks","Canada",NA,5,2
"620","Google Analytics Tracking Code Rectification - For Magent0 2.1.7 website","https://www.upwork.com/job/Google-Analytics-Tracking-Code-Rectification-For-Magent0-website_~01433e89fcd21b4340/","Expert",80,2019-05-31,"I'm looking for someone who is expert to rectify the Google Analytic Tracking code errors. Specifically 1) adding product attributes on the tracking code in the source code. 2) create thank you page so that conversion through PayPal payment gateway be recorded properly. less","Google Analytics, CSS, HTML5, JavaScript, PHP, Website Development",NA,"$0 ","No feedback yet","Australia",NA,NA,NA
"621","SAS coding knowledge needed for analyzing data.","https://www.upwork.com/job/SAS-coding-knowledge-needed-for-analyzing-data_~01c1e11944bf6e6157/","Intermediate",50,2019-05-30,"Need this data merged by participant ID and run ANOVA and p-test on variables.","Microsoft Excel, SAS, R, Statistics",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"622","Data analyst/scientists interview and user testing","https://www.upwork.com/job/Data-analyst-scientists-interview-and-user-testing_~01815a4a4d75c74584/","Entrylevel",NA,2019-05-30,"I am hiring data analysts and data scientists to interview them about their job. I am interested in understanding the problems they face. We are also going to test a website together which is made to clean up datasets. I need to understand what they ... more","Data Analytics, Data Science, Microsoft Excel",1,"$500+ ","5.00 Stars, based on 23 feedbacks","United Kingdom",NA,5,23
"623","Data Analyst Needed to Review, Structure and Automate Reporting","https://www.upwork.com/job/Data-Analyst-Needed-Review-Structure-and-Automate-Reporting_~019cd5e803418d081e/","Intermediate",NA,2019-05-30,"Need a data analyst to help us review, structure and automate Reporting across Google Analytics, Ecommerce, Power BI, Tableau.","Business Intelligence, Data Analytics, Data Visualization, Google Analytics, ",NA,"$10k+ ","4.95 Stars, based on 12 feedbacks","United States",NA,4.95,12
"624","DeltaDNA data analyst / BI expert - Strong in SQL","https://www.upwork.com/job/DeltaDNA-data-analyst-expert-Strong-SQL_~01be877db99c250f5b/","Intermediate",NA,2019-05-30,"Your Role As part of a lean startup and the first team member responsible for data and BI, you need to be a ""jack of all trades"" and willing to learn quickly, take on responsibility and multiple functions. The primary role we are looking for is as a Data Analyst across our portfolio of slots games. However, the ideal candidate will also be able to taken on responsibilities of Game Economist as well as Product Manager (will be reflected in salary). Data Analyst By analyzing data, you should be able to understand how players are playing our games and draw conclusions for improvement in the product in order to improve player retention and monetization. Game Economist Build, evaluate and tweak the economy of the game in order to drive engagement and monetization. You will be responsible for the game economy model and currency pricing in our games. You should be able to take over existing economies and improve them, as well as building economy from scratch for products. Product Manager By looking at the data, you should develop strategies, A/B tests and features to improve engagement and monetization. MUST HAVE: Strong SQL skills. Access to both iOS and Android phones - so that can have access to our live games. VERY IMPORTANT: Experience as data analyst on mobile games BIG BENEFIT: Experience with DeltaDNA NICE TO HAVE: Experience as data analyst SPECIFICALLY on mobile social casino SLOTS games Degree in a relevant field (Statistics, Mathematics, Economics, Physics, Engineering, Computer Science). Experience with game economy, product management. AREAS OF RESPONSIBILITY: You will take ownership of analyzing the data in our games and make improvements based on this data. Your ultimate goal is to improve player engagement and monetization KPIs. Write SQL queries to deep-dive into our data and come up with actionable improvements based off this data. Build dashboards for easy visualization of KPIs (and make business / product decisions based off analysis). Build and modify event schema structure for our games in order to be able to get the data you need. Work with developers to ensure successful implementation of event schema. Skilfully draw conclusions from data and provide recommendations for further development of games and features. Split testing: decide on and prioritize elements of game to A/B test; design A/B tests; review results and propagate winners that are statistically significant. Product: review the data and the product itself, make decisions on changes to the product in order to improve KPIs - in particular engagement and monetization. Game economy: Evaluate the game economy to ensure that there are no ""leaks""; build and balance the economy for new features; tweak the game economy to improve KPIs. User Acquisition: assist our user acquisition efforts by analyzing early data (day 3, day 7) and helping to decide which campaigns to scale or cut back; estimate future LTV per traffic source. Own the BI infrastructure (data management and visualization capabilities) - make recommendations and oversee implementation of improvements as needed. PERSONAL ATTRIBUTES: Good spoken and written English. Willing to take on and assume responsibility. Eager to learn and able to self-learn in areas where you are currently weak. Independent and self motivated. Trust worthy. Should be capable of working between 9am to 5pm Tel Aviv time. OUR CURRENT ANALYTICS TOOLS: DeltaDNA, data dump to Amazon S3. Facebook Analytics GameAnalytics About us: Megarama Games was founded in 2015 as the brainchild of two entrepreneurs in the mobile space. This is the second startup for the founders, one a former medical doctor turned entrepreneur and the other a world-leading cybersecurity expert. In their previous startup, the founders produced and published games and apps of different genres across multiple platforms. From their extensive testing they found repeated and sustainable success in the social casino genre and decided to form Megarama Games in order to focus on this exclusively on this genre and build a world-class slots game that players will fall in love with. Megarama owns a portfolio of slots games, with Slots WOW™ being one of the most well-known. Megarama's games have been downloaded millions of times cross Apple and Google Play and the games are commonly within the top 100 in their categories in the major markets (United States and Australia). The company is fully remote, with team members spread across Europe and Asia. less","SQL",NA,"$1M+ ","4.94 Stars, based on 93 feedbacks","Israel",NA,4.94,93
"625","Help pulling sports betting data from a database (https://sdql.com/)","https://www.upwork.com/job/Help-pulling-sports-betting-data-from-database-https-sdql-com_~01c6f320bb9d50035b/","Expert",NA,2019-05-30,"I'm looking to pull baseball betting data from the SDQL library. I have some strategies I'm looking for, but I'm a beginner at SDQL. It would be best if you had a working knowledge of SDQL. Here are some resources: https://sdql.com/ - the programming language https://sportsdatabase.com/ https://killersports.com/Download/KS/SDQLoverview.pdf https://killersports.com/Download/MLB/query_manual.pdf https://killersports.com/mlb/query https://www.sportsbookreview.com/forum/baseball-betting/3386224-sdql-why-i-dont-bet-mlb-without.html less",NA,NA,"$100k+ ","4.82 Stars, based on 32 feedbacks","United States",NA,4.82,32
"626","Setup indicators and alerts on tradingview.com. And paper trading automation","https://www.upwork.com/job/Setup-indicators-and-alerts-tradingview-com-And-paper-trading-automation_~018546fa2b01f09ca4/","Expert",NA,2019-05-30,"I have some charts with indicators I'm looking to setup on TradingView.com. I'm new to tradingview and would like some assistance in the setup. I have strategies together and some charts alread in tradingview, but I'm not quite sure how to setup everything properly. I'd be ready to start immediately! less",NA,NA,"$100k+ ","4.82 Stars, based on 32 feedbacks","United States",NA,4.82,32
"627","Hotjar analysis","https://www.upwork.com/job/Hotjar-analysis_~011a78d135e5cf1260/","Expert",NA,2019-05-30,"Must be able to analyse hotjar reports for my website",NA,NA,"$70+ ","No feedback yet","Australia",NA,NA,NA
