"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"638","DeltaDNA data analyst / BI expert - Strong in SQL","https://www.upwork.com/job/DeltaDNA-data-analyst-expert-Strong-SQL_~01be877db99c250f5b/","Intermediate",NA,2019-05-30,"Your Role As part of a lean startup and the first team member responsible for data and BI, you need to be a ""jack of all trades"" and willing to learn quickly, take on responsibility and multiple functions. The primary role we are looking for is as a Data Analyst across our portfolio of slots games. However, the ideal candidate will also be able to taken on responsibilities of Game Economist as well as Product Manager (will be reflected in salary). Data Analyst By analyzing data, you should be able to understand how players are playing our games and draw conclusions for improvement in the product in order to improve player retention and monetization. Game Economist Build, evaluate and tweak the economy of the game in order to drive engagement and monetization. You will be responsible for the game economy model and currency pricing in our games. You should be able to take over existing economies and improve them, as well as building economy from scratch for products. Product Manager By looking at the data, you should develop strategies, A/B tests and features to improve engagement and monetization. MUST HAVE: Strong SQL skills. Access to both iOS and Android phones - so that can have access to our live games. VERY IMPORTANT: Experience as data analyst on mobile games BIG BENEFIT: Experience with DeltaDNA NICE TO HAVE: Experience as data analyst SPECIFICALLY on mobile social casino SLOTS games Degree in a relevant field (Statistics, Mathematics, Economics, Physics, Engineering, Computer Science). Experience with game economy, product management. AREAS OF RESPONSIBILITY: You will take ownership of analyzing the data in our games and make improvements based on this data. Your ultimate goal is to improve player engagement and monetization KPIs. Write SQL queries to deep-dive into our data and come up with actionable improvements based off this data. Build dashboards for easy visualization of KPIs (and make business / product decisions based off analysis). Build and modify event schema structure for our games in order to be able to get the data you need. Work with developers to ensure successful implementation of event schema. Skilfully draw conclusions from data and provide recommendations for further development of games and features. Split testing: decide on and prioritize elements of game to A/B test; design A/B tests; review results and propagate winners that are statistically significant. Product: review the data and the product itself, make decisions on changes to the product in order to improve KPIs - in particular engagement and monetization. Game economy: Evaluate the game economy to ensure that there are no ""leaks""; build and balance the economy for new features; tweak the game economy to improve KPIs. User Acquisition: assist our user acquisition efforts by analyzing early data (day 3, day 7) and helping to decide which campaigns to scale or cut back; estimate future LTV per traffic source. Own the BI infrastructure (data management and visualization capabilities) - make recommendations and oversee implementation of improvements as needed. PERSONAL ATTRIBUTES: Good spoken and written English. Willing to take on and assume responsibility. Eager to learn and able to self-learn in areas where you are currently weak. Independent and self motivated. Trust worthy. Should be capable of working between 9am to 5pm Tel Aviv time. OUR CURRENT ANALYTICS TOOLS: DeltaDNA, data dump to Amazon S3. Facebook Analytics GameAnalytics About us: Megarama Games was founded in 2015 as the brainchild of two entrepreneurs in the mobile space. This is the second startup for the founders, one a former medical doctor turned entrepreneur and the other a world-leading cybersecurity expert. In their previous startup, the founders produced and published games and apps of different genres across multiple platforms. From their extensive testing they found repeated and sustainable success in the social casino genre and decided to form Megarama Games in order to focus on this exclusively on this genre and build a world-class slots game that players will fall in love with. Megarama owns a portfolio of slots games, with Slots WOW™ being one of the most well-known. Megarama's games have been downloaded millions of times cross Apple and Google Play and the games are commonly within the top 100 in their categories in the major markets (United States and Australia). The company is fully remote, with team members spread across Europe and Asia. less","SQL",NA,"$1M+ ","4.94 Stars, based on 93 feedbacks","Israel",NA,4.94,93
"639","Setup indicators and alerts on tradingview.com. And paper trading automation","https://www.upwork.com/job/Setup-indicators-and-alerts-tradingview-com-And-paper-trading-automation_~018546fa2b01f09ca4/","Expert",NA,2019-05-30,"I have some charts with indicators I'm looking to setup on TradingView.com. I'm new to tradingview and would like some assistance in the setup. I have strategies together and some charts alread in tradingview, but I'm not quite sure how to setup everything properly. I'd be ready to start immediately! less",NA,NA,"$100k+ ","4.82 Stars, based on 32 feedbacks","United States",NA,4.82,32
"640","Creating Crosstab Reports in Jasper","https://www.upwork.com/job/Creating-Crosstab-Reports-Jasper_~01c29baa0ad2e3f22a/","Intermediate",NA,2019-05-29,"We have simple event-oriented reports we need to make as crosstabs. We have experience with them from some time ago. Looking for someone with recent experience who can work with us on developing some of the distinctive features: - building from series data, having the report compute aggregates - rankings (in groups, hierarchically organized) - deltas We will do this using Agile/Lean, iterate the results together. But we have a pretty simple couple first reports that we think we can pursue. If this works there will be ongoing work. less","JasperReports",NA,"$100k+ ","5.00 Stars, based on 4 feedbacks","United States",NA,5,4
"641","New Dashboards & Reconnect Old Dashboard in Power BI Software","https://www.upwork.com/job/New-Dashboards-amp-Reconnect-Old-Dashboard-Power-Software_~0147a3b9bb138ce5cf/","Intermediate",50,2019-05-29,"We have some existing dashboards in Salesforce which are currently not showiing in Power BI. Also need to show a couple of new sales activity reports in Power BI. Salesforce experience would be an advantage but not essential.","Microsoft Power BI, Salesforce.com",NA,"$300+ ","No feedback yet","New Zealand",NA,NA,NA
"642","Data Research","https://www.upwork.com/job/Data-Research_~0167f5be72038f37bd/","Entrylevel",25,2019-05-29,"Am looking for a list in Excel with Smaller Breweries and/Distilleries within the midwest/eastern states of the USA. All I need is Is Brewery Name and general email contact that could be found visiting website or however you may acquire data using your own methods less",NA,NA,"$80+ ","4.95 Stars, based on 4 feedbacks","United States",NA,4.95,4
"643","Lead Gen. Jedi Master","https://www.upwork.com/job/Lead-Gen-Jedi-Master_~01f440b449bc81102a/","Intermediate",NA,2019-05-29,"I am looking for a Jedi Master or (Sith Lord) that is able to find my cold calling team AMAZING leads. We need the most information that you are able to pull and we need a large amount of them. You will be pulling leads for the following Niches- 1)Pe ... more","Data Entry, Internet Research, Lead Generation, ",5,"$1k+ ","3.81 Stars, based on 7 feedbacks","United States",NA,3.81,7
"644","Airtable Consultant","https://www.upwork.com/job/Airtable-Consultant_~01f10904c987ffa5fb/","Intermediate",NA,2019-05-29,"Looking for someone to answer ad hoc questions on Airtable functionality, help with print format, ...","Airtable",NA,"$8k+ ","5.00 Stars, based on 17 feedbacks","United States",NA,5,17
"645","Would like to create a software/app for Strength & Conditioning Programming & Monitoring","https://www.upwork.com/job/Would-like-create-software-app-for-Strength-amp-Conditioning-Programming-amp-Monitoring_~01871d24217b7ea0a9/","Entrylevel",NA,2019-05-27,"I have already developed a fairly well functioning template on google sheets for Strength Programming & Monitoring but I would like to start building this into my own software/app to start making it a more auto functioning and less clunky program. I can allow access to these files later on in the process but basically i want to be able to be able to program strength programs for a large group of athletes, being able to modify these programs off a parent plan and allow instant analytics and monitoring of results & progress. See Projects like TeamBuildr and Visual Coaching Pro less","iPhone App Development, Mobile App Development, Software Design",NA,"$0 ","No feedback yet","India",NA,NA,NA
"646","Backtesting in Tradingview","https://www.upwork.com/job/Backtesting-Tradingview_~0122b5539794c08a53/","Entrylevel",5,2019-05-27,"Create a “Mynx” like indicator that will give above a 72 win rate Parameters: Will be using the “Nugget” (my new indicator name) as the primary indicator for entries and exits. 3 rules for tradings Trade longs only if full candle is above the 13 EMA trade shorts if below the 13 EMA Only take trades that are above the zero line. Nugget indicator Take only trade that are above the explosion line on the waddah attar indicators Time frame for optimal parameters for trading 24 hours primary 8 hours Secondary 3 hours Tertiary Continuation trades I would like to have the option to trade continuation trades or not. Money Management 3% of portofolio. All trade combine for each exchanges Max trades 7 on Binance Bitmex 5 trades all tickers 2 on Bybits ETH/USD Take Profits and Stop loss We use quadriga ATR 1st Take profits: sell 50% at 1 ATR of trade value and raise stop loss to break even. 2nd Take profit: Sell 25% of 1.5 ATR value 3rd Take profits: Sell 25% of 2.0 ATR value or create trailing stop loss. Indicators must have all settings available to be adjusted for future backtesting. Testing parameter: Using the bitstamp charts for all testing parameters: Primary entry indicators mynx must provide 70 win rate Setting for drawdown: ? Setting for slippage: ? Rules for wins: Reach ATR stop loss first = Loss Reach ATR take profits one = Win Scanners: I would like to create a scanner that would provide this information for all binance pairs and bitmex pairs. All trades taken will go a on live excel sheet with live information on all trade. https://www.loom.com/share/70f7333cdae54f19819047dc471dab4c https://www.tradingview.com/x/sx3d7vTW/ to view the setting dialog box, you can go on my trading view account. They may be a tweak or two i was just trying to be more specific for you. Its my first time doing a scope for this type of work. You can educate me on that. less",NA,NA,"$3k+ ","5.00 Stars, based on 2 feedbacks","Canada",NA,5,2
"647","Develop data processing & analytics in production (Python)","https://www.upwork.com/job/Develop-data-processing-amp-analytics-production-Python_~01b2d4680cd1469983/","Intermediate",300,2019-05-27,"Project requires you to process - raw MYSQL table in AWS RDS and create derived logical tables. - Need to create around 40 calculated variables using 4 different tables and 70+ raw variables. Creating 4 structured tales with complete: -- Fault tolerance both at process and Data level -- Logging and monitoring -- Final solution document Delivered after complete functional and stress testing. Delivery Stages and expected timelines– (Max 9 Days) 1. Review the complete requirement doc after project assignment – 1 day 2. Create and align proposed DB structure, processing method / Procedure & main Error handling and fault tolerance method – 2 days 3. Implement Code in Python and validate each metric and process flow – 3/4 days 4. Deploy in production using AWS Lambda, RDS MYSQL, Python – 1 days 5. Functional & Stress test – 1 day One small glimpse of required derived variables can be found attached. Must skill - PYTHON and MYSQL data, Data Analytics, Project management and delivery less","Python, Data Analytics, Data Processing, SQL",NA,"$800+ ","No feedback yet","India",NA,NA,NA
"648","Mining engineer wanted","https://www.upwork.com/job/Mining-engineer-wanted_~01768fd593cdd125c0/","Intermediate",NA,2019-05-27,"FREELANCE Mining engineer wanted for Northern Cape",NA,NA,"$0 ","No feedback yet","South Africa",NA,NA,NA
"649","Experience web-analytics implementation specialist needed","https://www.upwork.com/job/Experience-web-analytics-implementation-specialist-needed_~016f7d1a6edbc16c32/","Intermediate",NA,2019-05-27,"Experience web-analytics implementation specialist needed to review our Analytics and marketing tags (FB, AdWords) implementation.","Google Analytics, Facebook Marketing, Google AdWords",NA,"$7k+ ","5.00 Stars, based on 12 feedbacks","Netherlands",NA,5,12
"650","TLO/Accurint skiptracer","https://www.upwork.com/job/TLO-Accurint-skiptracer_~0137f92b65c693a98c/","Expert",NA,2019-05-25,"I have a list of Pennsylvania Companies. i need a skiptracer to locate the principals/officers of these companies. Example: Black Brick LLC My list will contain a name and Address of the company. Your job will to figure out who owns the company ... more","LexisNexis Accurint, Skip Tracing",NA,"$80k+ ","4.49 Stars, based on 72 feedbacks","United States",NA,4.49,72
"651","Web Analytics and Digital Marketing Expertise for Agricultural Investment Platform","https://www.upwork.com/job/Web-Analytics-and-Digital-Marketing-Expertise-for-Agricultural-Investment-Platform_~013cb26f833f150033/","Expert",NA,2019-05-24,"We are looking for web analytics expertise to help us better measure and improve our overall user experience and the effectiveness of our digital marketing. Responsibilities include (not limited): • Set up analytics platform, such as Mixpanel, Google Analytics, or Full Story. • Analyze user flows throughout website and from multiple advertising channels including Facebook ads, YouTube pre-roll and Google Adwords • Provide recommendations to improve tracking and measurement • Conduct User Behavioral Analytics and Cohort Analysis • Conduct research on usability and customer experience. Company Overview: Steward is a crowdfunding platform for sustainable agriculture. Steward allows small and mid-sized farmers to raise capital through crowdfunding to purchase or expand farmland and farming operations. Steward selects its offerings with a focus on sustainable and environmentally-sound farming practices. Through direct online investment on Steward, individuals can deepen their connection to agriculture and farmers while providing critical investment funds that farmers need to operate successfully. less","Apache Hive, BigQuery, Google Analytics, Pentaho, SAS, OpenRefine,  ",NA,"$80k+ ","4.62 Stars, based on 31 feedbacks","United States",NA,4.62,31
"652","Excel data and pivot table analysis table","https://www.upwork.com/job/Excel-data-and-pivot-table-analysis-table_~012afa133efeb4f39b/","Intermediate",150,2019-05-23,"Looking for an experienced excel person to take a data table and convert into useful analytics. Must be strong on equations and be advanced on excel. Raw data is Presented in csv Analysis is on customer spend and consider irregular sales, demand and patterns and output accurate data Must be able to analyse per quarter and different timelines. Not a huge project but a start to producing a conclusive customer analysis sheet with multiple tabs and be able to visualise some data and show KPIS For an advanced excel person it’s a few hours work. Please be in contact if interested and for a larger specification and sample file. This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, Data Science, Excel VBA, Mathematics,  ",NA,"$300+ ","5.00 Stars, based on 1 feedback","United Kingdom",NA,5,1
"653","Need Chinese, German, French, and Russian freelancers to work on a text annotation project.","https://www.upwork.com/job/Need-Chinese-German-French-and-Russian-freelancers-work-text-annotation-project_~0156e108184f0f3951/","Entrylevel",NA,2019-05-23,"Looking for freelancers who are fluent in the following languages (Chinese, German, French, English, Russian) to cover a text annotation project. Guidelines and required training will be provided.","Proofreading",4,"$9k+ ","No feedback yet","United States",NA,NA,NA
"654","SSRS Expert. Business Intelligence (BI) Developer, Reporting Needs from SQL 2016","https://www.upwork.com/job/SSRS-Expert-Business-Intelligence-Developer-Reporting-Needs-from-SQL-2016_~0123943157f23d1adc/","Entrylevel",NA,2019-05-22,"Looking for a HIGHLY QUALIFIED freelancer to help create and modify custom reports off of our MS SQL databases. Must be someone who has strong hands-on skills with SSRS primarily, and maybe some Power BI reporting. Knowledge of MS SQL and strong business process/system analytical skills. In real estate and property based businesses and data is pseudo-complex. Also want to create various Power BI dashboards and visualizations. I need someone who is very proficient with SQL and who can report on a database with little instruction or documentation. Both on demand and subscription reports needed. We need you to: *build and deliver world-class user reports in all formats *provide charts and graphs as part of standard reports, and summations for users *be able to work independently to implement a solution with minimal guidance *configure, optimize, and test data queries for optimal performance to not burden systems *work with our lead .net devleopers to answer questions and integrate into the platform app for users This role is for someone who is passionate about developing innovative analytics solutions to help organizations drive strategic business outcomes and to enable data-driven insights. If this sounds like you and you're interested in working with a great team, then get in touch. Thanks less","Business Intelligence, Data Analytics, Data Visualization, Microsoft Excel, ",NA,"$10k+ ","4.97 Stars, based on 12 feedbacks","United States",NA,4.97,12
"655","Python Developer/Data Scientist to build model and real time visualizations for trading systems","https://www.upwork.com/job/Python-Developer-Data-Scientist-build-model-and-real-time-visualizations-for-trading-systems_~010fa1bd7524bd9146/","Intermediate",NA,2019-05-22,"Experienced Data Scientist needed to build model to optimize existing profitable intraday equities trading strategy running on our proprietary data sets. Create new or update existing Python Dash implementation of realtime visualization dashboard of the data. Create application/dashboard of enhanced reporting tools derived from trade executions and various market data sources Experience required: -Python -Arima modeling and ML techniques -Dash or other Visualization frameworks -GIT source/version control -Knowledge of equities trading and financial data sets a plus -Knowledge of C# a plus for other related projects -JIRA experience a plus -Willingness to sign NDA The ideal person we are looking for is someone with experience in modeling trading strategies and who can use a proactive and creative approach to problem solving without step by step direction. Our Team: I am a senior proprietary equities trader with a 16 year track record of profitable trading. We are a small group focused on automated trading systems and have several systems in production running 10-60MM USD in exposure on a daily basis. We are expanding our Data Science and Software Engineering resources and are open to considering equity share for the right partner. less","Python, Data Science, HTML, JavaScript, Machine Learning, R,  ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"656","Data analyst / Reporting Aggregation","https://www.upwork.com/job/Data-analyst-Reporting-Aggregation_~015a24ed1a3b587e22/","Entrylevel",NA,2019-05-22,"80-100 hours per month; 30-40 hours per week within the first 2 weeks of the month Looking for someone to help our analytics team with monthly reporting and tracking. Includes data entry/transfer and compiling reports in google drive, excel, and google data studios. Must have understanding of digital analytics, advertising analytics, and data. Projects include: Aggregating different data sources to update tracking documents Complete several monthly reports for our clients with oversight from our team Attached is an example of a reports. less","Google Analytics, Microsoft Excel, Data Analytics,  ",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"657","Fibonacci forex training and strategy sharing.","https://www.upwork.com/job/Fibonacci-forex-training-and-strategy-sharing_~01052bf29f806c7807/","Expert",NA,2019-05-22,"I need expert that is aware of how to use Fibonacci","Foreign Exchange Trading",NA,"$90 ","No feedback yet","United Kingdom",NA,NA,NA
"658","GTM Analytics specialist for complex setup","https://www.upwork.com/job/GTM-Analytics-specialist-for-complex-setup_~014133d55d40ad38dc/","Expert",1000,2019-05-22,"We need to track conversions on a corporate websiet","Google Analytics, Google Tag Manager",NA,"$20k+ ","4.76 Stars, based on 33 feedbacks","Luxembourg",NA,4.76,33
"659","Structural vector autoregression task","https://www.upwork.com/job/Structural-vector-autoregression-task_~0169cbd5d350d4b993/","Intermediate",250,2019-05-22,"Hi..I need to replicate an article involving a structural vector autoregression model to decompose 10y yield into several shocks. The article is this: https://www.federalreserve.gov/econresdata/notes/feds-notes/2016/macroeconomic-sources-of-recent-interest-rate-fluctuations-20160602.html#fn5 Please apply if you are familiar with svar models models in Python or MATLAB. Please apply if you are familiar with statistical and econometric analysis in Python. More details to be shared later. less","Data Science, Econometrics, Economics, Mathematics,  ",NA,"$4k+ ","4.57 Stars, based on 10 feedbacks","United States",NA,4.57,10
"660","Pentaho Data Integration PDI Kettle ETL Hitachi BI Transformation Developer","https://www.upwork.com/job/Pentaho-Data-Integration-PDI-Kettle-ETL-Hitachi-Transformation-Developer_~019feabbf99e52cc74/","Entrylevel",NA,2019-05-21,"Looking to add 1 more freelancers to our family of Hitachi PDI developers to create ETL jobs and Transformations with Pentaho PDI. You may also need to maintain, make changes, and upgrade existing ETL jobs that were created by other developers. Requirements: - Postgresql / MySQL / MS-SQL - Linux - PDI / Kettle / Pentaho - Regex - Must commit to a minimum of 5 hours per day on weekdays - All work must be committed to repository You will not need to do any server side work, (we have DevOps). less","Bash Shell Scripting, Business Intelligence, Data Warehousing, ",NA,"$100k+ ","4.71 Stars, based on 108 feedbacks","United States",NA,4.71,108
"661","Web Scraper - Researcher - Data Analysis : Scraping And Data Extraction Wanted For Career Website","https://www.upwork.com/job/Web-Scraper-Researcher-Data-Analysis-Scraping-And-Data-Extraction-Wanted-For-Career-Website_~019220512c574399ba/","Intermediate",200,2019-05-21,"I AM CREATING A CAREER DATABASE BASED ON ABOUT 1000 DIFFERENT OCCUPATIONS. OCCUPATIONS RANGING FROM ACCOUNTANT TO ZOOLOGIST I NEED UNIQUE CONTENT TO ADD TO EACH ONE OF THESE INDIVIDUAL OCCUPATIONS. EXAMPLE: OCCUPATION IS ACCOUNTANT UNIQUE CONTE ... more","Data Analytics, Data analytics, Data Extraction, Data Mining,  ",NA,"$200+ ","4.44 Stars, based on 21 feedbacks","United States",NA,4.44,21
"662","Tableau Sales KPI Dashboard","https://www.upwork.com/job/Tableau-Sales-KPI-Dashboard_~019085555b5cea63c5/","Intermediate",250,2019-05-21,"I'm looking for a tableau /SQL expert to help me build a sales dashboard. I have already connected our SQL database and written a few queries to get the KPIs i'm looking for. However, my knowledge of tableau is limited and I'm looking for someone to help with level of detail calculations and building the dashboard. I'd like to do a Web Ex or other screen sharing session so that I can learn how you do it and walk through the specifics of what I'm looking for on the dashboard. I already have made a sample dashboard in PowerPoint. less","Data Visualization, SQL, Tableau Software",NA,"$300+ ","5.00 Stars, based on 1 feedback","United States",NA,5,1
"663","Adobe Analytics and DTM implementation Expert","https://www.upwork.com/job/Adobe-Analytics-and-DTM-implementation-Expert_~01b88e33dfe326a7d0/","Expert",NA,2019-05-21,"We're a SaaS startup focused on revenue optimization for B2B marketers with a unique AI based platform that focuses on optimizing revenue and lifetime value for B2B and subscription based businesses. Our platform automates revenue decisions and eliminates the manual a/b testing process that marketers have to go through. In addition to providing an AI platform for revenue optimization, we also provide conversion and revenue optimization strategy services to a handful of mid-market and enterprise clients. For this project we are looking for a Adobe Analytics and Adobe DTM/Launch expert with B2B experience to lead analytics implementations and provide recommendations and best practices on how to properly instrument analytics on behalf of key clients. A key use case will be migrating DTM implementations to Adobe Launch. In this project you'll work closely with our existing team of project managers and conversion strategists. We'll expect you to: - Providing analytics and tag management audits and recommendations following a structured methodology - Articulate recommendations in writing and on phone calls - Implement updates to analytics implementations in (AA/DTM) in accordance with your recommendations - Integrate customer requirements and observations into your process Previous experience running Adobe Analytics and DTM implementations is required. Prior experience with Google Analytics and Google Tag Manager is vey desirable. And implementing analytics in support of a conversion optimization program will be valuable to this project. The ideal freelancer is located in US/Canada. The project could become ongoing based on success of engagement and future client opportunities. If possible please include an example audit checklist or similar artifact you frequently use when performing these types of analytics/TMS audits and recommendations. less","Adobe Target, Google Analytics, Google Data Studio,  ",NA,"$100k+ ","5.00 Stars, based on 27 feedbacks","United States",NA,5,27
"664","Data Analyst and Problem Solver - CT Time Zone","https://www.upwork.com/job/Data-Analyst-and-Problem-Solver-Time-Zone_~01c4209758303237bd/","Entrylevel",NA,2019-05-21,"We’re looking for a fast learner data-driven analyst to helps us with our daily and weekly reports. Ideally you should be: Critical Thinker Problem Solver Fast Learner Have experience with Excel, Google Drive is a MUST Experience with management too ... more","Google Analytics, Microsoft Excel, Data Entry,  ",NA,"$30k+ ","4.94 Stars, based on 24 feedbacks","United States",NA,4.94,24
"665","MIS Executive with good analytical capabilities - Excel, SQL, BI","https://www.upwork.com/job/MIS-Executive-with-good-analytical-capabilities-Excel-SQL_~010784490203142781/","Entrylevel",NA,2019-05-21,"We are looking for an MIS executive to help our team with data analysis. The role would be to: 1. Collate data from different sources (for e.g. production team over email, amazon, fedex) 2. Create regular reports (daily, weekly, monthly) using SQL and Excel (or Google Sheets) 3. Create dashboards with the data The types of reports would include: 1. Weekly sales summaries 2. Inventory summary and reorders 3. Monthly profitability 4. Other ad-hoc requests from the team Currently, the analysis is done mainly using Google Sheets, with some of the analysis done through Postgresql (hosted in the cloud). We want to move more of the analysis to SQL as it is quicker. If you have experience with Power BI, it'll help make dashboards of the data. However, this is not essential experience. less","Data Analytics, Microsoft Excel, Microsoft Power BI, SQL",NA,"$2k+ ","4.80 Stars, based on 26 feedbacks","India",NA,4.8,26
"666","3001 Statistic data analysis 4a4s2v8b9f7f","https://www.upwork.com/job/3001-Statistic-data-analysis-4a4s2v8b9f7f_~01f511886832949c90/","Intermediate",100,2019-05-19,"Need help with the statistic data analysis. The research needs to use R software. The price for this project is negotiable.","Data Analytics, Statistics",NA,"$600k+ ","4.81 Stars, based on 3699 feedbacks","Estonia",NA,4.81,3699
"667","Google Analytics & Data Studio Expert - review traffic, create reports / dashboards","https://www.upwork.com/job/Google-Analytics-amp-Data-Studio-Expert-review-traffic-create-reports-dashboards_~0130e9cbd64aad6c37/","Expert",NA,2019-05-19,"Looking for an exert with Google Analytics & Google Data Studio. You will be given access to various accounts and asked to create whatever reports, dashboards, etc make sense for that type of business. This can turn into an ongoing engagement where you then check those reports to gain insights, make further enhancements, observations about what actions to take, etc. This will include both eCommerce and lead generation type sites. less","Data Analytics, Data Visualization, Google Analytics, Google Data Studio",NA,"$100k+ ","5.00 Stars, based on 88 feedbacks","United States",NA,5,88
"668","Statistics Research Paper","https://www.upwork.com/job/Statistics-Research-Paper_~01507cc63f7917d13f/","Intermediate",30,2019-05-18,"Research paper - to be written - very easy with few topics Define Statistics and the different types of statistics, as well as the associated terms such as variables, types of data, etc. Provide at least one example. Define a Frequency Table and all of the associated terms. Provide at least one example. Compare the 2 numerical ways of describing quantitative variables; measures of location and measures of dispersion. Provide at least one example. Identify and describe the ways of displaying and exploring data. Provide at least one example. Identify and describe the concepts of Probability. Give at least one example. Research a company (or companies) that have used all of these concepts, and present how they were able to make strategic business decisions. less",NA,NA,"$600+ ","5.00 Stars, based on 6 feedbacks","United States",NA,5,6
"669","MT4 Indicator to Plot all timeframes in MT5 on MT4 Trading platform offline and online","https://www.upwork.com/job/MT4-Indicator-Plot-all-timeframes-MT5-MT4-Trading-platform-offline-and-online_~0172c123f44e655eca/","Expert",50,2019-05-17,"I want this indicator upgraded to MTF indicator to plot all timeframes in MT5 on MT4 trading platform","BigQuery, Google Analytics, Python, C++, Foreign Exchange Trading, ",NA,"$0 ","No feedback yet","Nigeria",NA,NA,NA
"670","Want an algorithm/function that transform 9-tuples time-series IMU data into movement direction","https://www.upwork.com/job/Want-algorithm-function-that-transform-tuples-time-series-IMU-data-into-movement-direction_~010be8d65c957bdbfc/","Expert",NA,2019-05-16,"I want an expert to look at my data and give me a way to transform data of 9-tuples time series data of IMU (Inertia Measurement Unit) sensor, recorded from a pen drawing a straight line in 2D space into the equation that describes the direction of the pen. Basically I'm looking for a function/algorithm that maps a 9-axes time-series data into a linear combination in the form of aX + bY + cZ, in order to know which direction the pen is moving on a 2D plane (c = 0). Note that I CAN LABEL ALL DATA, hence a supervised algorithm is possible, but not necessary. The IMU data are 9-tuple time-series data in the form of: - 3 axes of linear acceleration (collected from the accelerometer) - 3 axes of angular velocity (collected from the gyroscope) - 3 axes of magnetic field strength (collected from the magnetometer) Experience working with IMU data is not required, BUT A HUGE PLUS!!! Please see in the link below: 1. the photo of how the data are obtained 2. the data 3. potential tips for the transformation https://www.evernote.com/l/AXt01uHOe-VJTr61W2L3GCtL8z4TzCOaz-8/ less","Multivariate Statististics, Time Series Analysis",2,"$300+ ","5.00 Stars, based on 3 feedbacks","Thailand",NA,5,3
"671","Google Analytics, Google Ads, Facebook Pixel and Email tags analysis.","https://www.upwork.com/job/Google-Analytics-Google-Ads-Facebook-Pixel-and-Email-tags-analysis_~01e77e496755bc098d/","Expert",NA,2019-05-16,"Hi I want to make sure that Google Analytics and Adwords tags, Facebook pixel and Email tags are set up correctly on my websites and are tracking through to conversion properly. I would like a bid to analyse one site and to report back on whether tracking is in place or what needs to be done. From there I will need a bid to fix the problems and to feed the data through to Data Studio. Thanks very much, A less","Facebook Marketing, Google AdWords, Google Analytics, ",NA,"$0 ","No feedback yet","United Kingdom",NA,NA,NA
"672","Develop a website To Target Voters Registrations.","https://www.upwork.com/job/Develop-website-Target-Voters-Registrations_~018e3d7c3ce10383c3/","Expert",900,2019-05-15,"I need a platforms where we will store individuals information for electoral elections purposes. The platform should be able to categorize sections by electoral precincts, Store voters personal information. we should be able to create reports. we should be able to link with google maps to read the areas. less",NA,NA,"$0 ","No feedback yet","United States",NA,NA,NA
"673","Data Engineer/Analyst (BigQuery)","https://www.upwork.com/job/Data-Engineer-Analyst-BigQuery_~010b3c7ea6309ec0c4/","Intermediate",NA,2019-05-14,"We are looking for a Data Analyst/Engineer for some straightforward work building out our Data Warehouse in BigQuery. Initial tasks will include: -Create a process to sync selected tables from our production MySQL database into BigQuery -Write and automate queries to track user retention and engagement in BigQuery -Clean and normalize when needed -Create visualization in Data Studio This will be a part time, but on-going role. After the initial setup, it will likely be 5-10 hours per week. less","BigQuery, SQL",NA,"$0 ","No feedback yet","United States",NA,NA,NA
"674","Pricing analyst and data modelling expert in ""R"" stats package","https://www.upwork.com/job/Pricing-analyst-and-data-modelling-expert-quot-quot-stats-package_~012133ba898c910f96/","Intermediate",NA,2019-05-13,"Looking for experienced Data Analyst to evaluate sales data history - daily sales by SKU by customer. Need to be able to identify sales trends, relationships, clusters and distributions with ease using EXCEL statistical functions and formulas. Ideal ... more","Data Analytics, Microsoft Excel, R, Statistics",NA,"$10k+ ","4.35 Stars, based on 8 feedbacks","Australia",NA,4.35,8
"675","Data Analysis","https://www.upwork.com/job/Data-Analysis_~01ace932d259d989b7/","Intermediate",NA,2019-05-12,"Looking for an experienced data analyst to help with a thesis I'm currently working on. The job includes analysis of the data and interpretation of the results in 5000 words. This job was posted from a mobile device, so please pardon any typos or any missing details. less","Data Analytics, IBM SPSS, Quantitative Analysis",NA,"$1k+ ","5.00 Stars, based on 1 feedback","United Kingdom",NA,5,1
"676","Qualitative research methodology","https://www.upwork.com/job/Qualitative-research-methodology_~01cb32f97084116c95/","Expert",200,2019-05-09,"We are looking for an expert in qualitative research methodology to evaluate the quality of health research studies.","Academic Writing, Qualitative Research, Research Papers",NA,"$2k+ ","4.96 Stars, based on 24 feedbacks","Australia",NA,4.96,24
"677","Facebook script to automate facebook ads","https://www.upwork.com/job/Facebook-script-automate-facebook-ads_~01e5889a0704d39575/","Intermediate",NA,2019-05-09,"We have already set up the bases for an advanced system, to target airline passengers with FB advertising, however we need someone that has the time and skills to optimise and tweak the system to perform even better, on a trial and error basis. We ... more","Facebook Marketing, Internet Marketing,  ",NA,"$100k+ ","4.59 Stars, based on 26 feedbacks","Denmark",NA,4.59,26
